id	grid_id	short_name	full_name	Country	impact_P	impact_P_Bio_Health	impact_P_Life_Earth	impact_P_Math_Comp	impact_P_Phy_Eng	impact_P_Soc_Hum	P_top10	collab_P	P_int_collab	P_OA	TCS	TNCS	P_industry_collab	PA_F_MF	dimensions_wos
1375	grid.412135.0	King Fahd Univ Petrol & Minerals	King Fahd University of Petroleum and Minerals	Saudi Arabia	4514	78	477	1004	2869	86	580.0	4514	2732.0	1043.0	43555.0	5865.0	171.0	1.2	75,935
1379	grid.412124.0	Univ Sfax	University of Sfax	Tunisia	4421	693	1020	867	1710	131	285.0	4421	2519.0	957.0	21725.0	3349.0	47.0	39.3	69,821
1399	grid.7892.4	Karlsruhe Inst Technol	Karlsruhe Institute of Technology	Germany	13131	871	2025	1166	8813	256	1752.0	13131	8464.0	6980.0	121134.0	16699.0	1441.0	17.8	74,375
1400	grid.5373.2	Aalto Univ	Aalto University	Finland	7994	628	597	1654	4284	831	1070.0	7994	5512.0	5255.0	74926.0	10410.0	1011.0	20.6	72,623
1407	grid.440588.5	Northwestern Polytech Univ	Northwestern Polytechnical University	China	14316	628	369	4094	9021	204	1876.0	14316	4033.0	3746.0	116260.0	17296.0	557.0	19.6	76,008
1408	grid.13291.38	Sichuan Univ	Sichuan University	China	28226	12853	2131	2294	10417	532	2893.0	28226	6405.0	10940.0	228523.0	28658.0	1115.0	28.3	86,644
1409	grid.19373.3f	Harbin Inst Technol	Harbin Institute of Technology	China	25409	1054	2072	6202	15648	433	3154.0	25409	6811.0	6164.0	223522.0	29570.0	1171.0	16.7	79,155
1410	grid.30055.33	Dalian Univ Technol	Dalian University of Technology	China	16608	996	1241	3447	10525	400	1920.0	16608	4707.0	3812.0	139289.0	18381.0	729.0	19.6	86,48
1411	grid.33763.32	Tianjin Univ	Tianjin University	China	21345	1670	1843	3760	13516	557	2585.0	21345	5832.0	5227.0	203347.0	23760.0	1250.0	22.4	83,91
1412	grid.12981.33	Sun Yat-sen Univ	Sun Yat-sen University	China	32100	16246	4283	2795	7467	1310	3815.0	32100	9975.0	15468.0	309496.0	37085.0	1202.0	27.9	84,464
1413	grid.12955.3a	Xiamen Univ	Xiamen University	China	14370	3569	1834	2032	6268	666	1777.0	14370	5181.0	5051.0	148563.0	16497.0	507.0	24.1	82,899
1414	grid.20513.35	Beijing Normal Univ	Beijing Normal University	China	12419	1524	4410	1361	3368	1757	1460.0	12419	4738.0	5069.0	99076.0	13637.0	237.0	27.9	85,655
1415	grid.22935.3f	China Agr Univ	China Agricultural University	China	10980	2614	6245	374	1551	196	1324.0	10980	3650.0	4918.0	88426.0	12811.0	545.0	27.5	91,293
1416	grid.24516.34	Tongji Univ	Tongji University	China	21290	6676	2678	2615	8607	714	2558.0	21290	6949.0	7623.0	188345.0	24058.0	1162.0	22.9	82,412
1417	grid.39436.3b	Shanghai Univ	Shanghai University	China	10530	932	520	2233	6504	341	1204.0	10530	3256.0	2888.0	90378.0	11400.0	498.0	24.6	79,82
1418	grid.28056.39	E China Univ Sci & Technol	East China University of Science and Technology	China	9648	1273	1006	821	6361	187	1016.0	9648	2321.0	1995.0	97097.0	10139.0	604.0	22.8	89,602
1419	grid.43169.39	Xi'an Jiaotong Univ	Xi'an Jiaotong University	China	28160	7216	1304	4658	14120	862	3267.0	28160	8407.0	8997.0	241396.0	31792.0	1331.0	22.5	78,201
1431	grid.49697.35	Univ Pretoria	University of Pretoria	South Africa	6705	1957	2475	564	937	772	699.0	6705	4132.0	4591.0	43329.0	7448.0	329.0	33.8	71,541
1432	grid.11956.3a	Stellenbosch Univ	Stellenbosch University	South Africa	6748	2707	2180	302	882	677	838.0	6748	4219.0	3606.0	66064.0	10347.0	316.0	37.2	72,554
1433	grid.1007.6	Univ Wollongong	University of Wollongong	Australia	8583	2119	1205	889	3334	1036	1281.0	8583	5377.0	4751.0	94568.0	11414.0	343.0	30.8	79,344
1434	grid.1009.8	Univ Tasmania	University of Tasmania	Australia	7165	2400	2759	216	908	882	1046.0	7165	4183.0	3783.0	62240.0	9880.0	367.0	33.3	78,714
1435	grid.1024.7	Queensland Univ Technol	Queensland University of Technology	Australia	9570	3837	1130	850	2137	1617	1351.0	9570	5612.0	6283.0	105115.0	14178.0	368.0	38.3	76,311
1436	grid.1018.8	La Trobe Univ	La Trobe University	Australia	7048	3904	1105	403	461	1175	999.0	7048	3443.0	3491.0	68684.0	10770.0	220.0	47.7	78,144
1437	grid.1004.5	Macquarie Univ	Macquarie University	Australia	9253	3150	2103	757	1440	1803	1345.0	9253	5405.0	4554.0	79043.0	12897.0	331.0	37.8	75,571
1438	grid.86715.3d	Univ Sherbrooke	Université de Sherbrooke	Canada	4523	2126	589	255	1274	279	569.0	4523	2156.0	2241.0	36175.0	5370.0	280.0	30.1	74,591
1439	grid.410319.e	Concordia Univ	Concordia University	Canada	4462	799	429	1266	1120	848	539.0	4462	2359.0	1566.0	31839.0	5121.0	154.0	28.8	66,693
1440	grid.21100.32	York Univ	York University	Canada	5423	1447	569	661	1346	1400	649.0	5423	3025.0	2664.0	43575.0	7073.0	204.0	39.1	69,589
1441	grid.25055.37	Mem Univ Newfoundland	Memorial University of Newfoundland	Canada	4654	1343	1317	659	879	457	589.0	4654	2338.0	1955.0	31984.0	5519.0	218.0	31.8	71,793
1442	grid.268441.d	Yokohama City Univ	Yokohama City University	Japan	3385	2892	191	32	225	45	352.0	3385	866.0	1888.0	38789.0	5062.0	350.0	17.6	75,168
1443	grid.260969.2	Nihon Univ	Nihon University	Japan	4069	2404	500	205	863	98	266.0	4069	1057.0	2020.0	19075.0	3026.0	330.0	16.9	46,249
1444	grid.258269.2	Juntendo Univ	Juntendo University	Japan	3449	3252	113	7	38	39	294.0	3449	842.0	1974.0	22604.0	3054.0	350.0	16.8	63,01
1451	grid.148374.d	Massey Univ	Massey University	New Zealand	4423	1201	1582	308	542	790	440.0	4423	2729.0	1837.0	27173.0	4722.0	252.0	35.3	71,363
1452	grid.10347.31	Univ Malaya	University of Malaya	Malaysia	11737	3348	1546	1258	4880	705	1376.0	11737	7440.0	4824.0	111959.0	13925.0	233.0	31.1	79,432
1458	grid.7870.8	Pontificia Univ Católica Chile	Pontificia Universidad Católica de Chile	Chile	6999	2129	1133	545	2416	776	797.0	6999	5088.0	4174.0	67895.0	9161.0	240.0	28.6	71,553
1459	grid.411249.b	Univ Fed São Paulo	Universidade Federal de São Paulo	Brazil	7343	5340	918	141	737	207	618.0	7343	2996.0	3703.0	56981.0	7938.0	238.0	48.8	67,011
1460	grid.411237.2	Univ Fed Santa Catarina	Universidade Federal de Santa Catarina	Brazil	6245	1943	1511	628	1933	231	545.0	6245	2687.0	2109.0	52621.0	7875.0	177.0	40.5	55,713
1461	grid.410543.7	Univ Estadual Paulista	Universidade Estadual Paulista	Brazil	14303	5233	4943	488	3445	193	1009.0	14303	5803.0	9464.0	78530.0	12093.0	258.0	42.0	70,181
1462	grid.170430.1	Univ Cent Florida	University of Central Florida	United States	6482	1578	550	966	2119	1270	848.0	6482	2708.0	2715.0	52610.0	7938.0	440.0	27.2	63,615
1463	grid.166341.7	Drexel Univ	Drexel University	United States	6189	3117	561	342	1326	843	880.0	6189	2232.0	3365.0	74119.0	8429.0	397.0	39.6	69,641
1464	grid.265850.c	Univ Albany - SUNY	University at Albany, The State University of New York	United States	4220	1247	739	279	960	996	542.0	4220	1866.0	2321.0	44300.0	5981.0	239.0	38.2	75,948
1465	grid.256304.6	Georgia State Univ	Georgia State University	United States	4982	1946	347	430	626	1634	585.0	4982	1976.0	2754.0	36041.0	5669.0	162.0	40.9	72,543
1466	grid.53857.3c	Utah State Univ	Utah State University	United States	4100	666	1615	347	621	851	528.0	4100	1422.0	2180.0	30259.0	4840.0	209.0	33.0	71,429
1467	grid.263081.e	San Diego State Univ	San Diego State University	United States	4035	1578	712	364	570	812	526.0	4035	1508.0	2318.0	36320.0	5730.0	214.0	43.7	71,669
1468	grid.267337.4	Univ Toledo	University of Toledo	United States	2879	1330	242	168	804	336	379.0	2879	1003.0	1435.0	29431.0	3492.0	120.0	29.3	67,689
1469	grid.262743.6	Rush Univ	Rush University	United States	5163	4765	79	23	43	253	842.0	5163	1521.0	2765.0	57174.0	8223.0	392.0	32.9	70,249
1470	grid.251313.7	Univ Mississippi	University of Mississippi	United States	5750	3371	403	165	1262	550	742.0	5750	2540.0	3436.0	68961.0	8057.0	348.0	30.1	70,404
1471	grid.267468.9	Univ Wisconsin - Milwaukee	University of Wisconsin, Milwaukee	United States	3532	996	501	383	917	736	419.0	3532	1514.0	1689.0	40099.0	4344.0	175.0	36.1	71,881
1472	grid.167436.1	Univ New Hampshire	University of New Hampshire	United States	3400	396	1455	137	928	484	509.0	3400	1485.0	1967.0	26710.0	4587.0	210.0	31.5	77,518
1473	grid.260120.7	Mississippi State Univ	Mississippi State University	United States	4022	652	1535	377	959	500	368.0	4022	1360.0	1689.0	23524.0	3886.0	245.0	24.7	71,293
1474	grid.22448.38	George Mason Univ	George Mason University	United States	4559	1211	766	574	699	1310	613.0	4559	1800.0	2269.0	46535.0	7066.0	368.0	39.2	61,01
1475	grid.7149.b	Univ Belgrade	University of Belgrade	Serbia	11590	3909	1961	936	4300	485	919.0	11590	6242.0	5378.0	85552.0	12642.0	355.0	54.4	78,335
1476	grid.411206.0	Fed Univ Mato Grosso	Federal University of Mato Grosso	Brazil	2651	834	1210	89	465	54	146.0	2651	912.0	1123.0	11185.0	1965.0	35.0	39.6	58,713
1477	grid.9668.1	Univ East Finland	University of Eastern Finland	Finland	5987	3384	1245	208	665	486	728.0	5987	3539.0	3805.0	60211.0	7621.0	516.0	40.7	80,504
1479	grid.20736.30	Univ Fed Paraná	Universidade Federal do Paraná	Brazil	5664	1792	2121	369	1258	124	405.0	5664	2148.0	2195.0	30835.0	4776.0	156.0	45.7	55,405
1480	grid.12799.34	Univ Fed Viçosa	Universidade Federal de Viçosa	Brazil	3772	685	2390	120	533	45	275.0	3772	1280.0	1616.0	18626.0	3221.0	141.0	33.9	71,964
1481	grid.411227.3	Fed Univ Pernambuco	Federal University of Pernambuco	Brazil	4681	1424	1485	629	998	145	323.0	4681	1718.0	1731.0	21676.0	3777.0	87.0	41.6	59,934
1482	grid.411239.c	Fed Univ Santa Maria	Federal University of Santa Maria	Brazil	3927	1309	1405	189	966	58	247.0	3927	1285.0	1157.0	19063.0	3152.0	56.0	47.7	58,618
1483	grid.7632.0	Univ Brasília	Universidade de Brasília	Brazil	4885	1529	1523	607	949	278	395.0	4885	2212.0	2169.0	33909.0	5573.0	140.0	37.5	54,365
1484	grid.8395.7	Univ Fed Ceará	Universidade Federal do Ceará	Brazil	4005	1507	939	500	973	86	322.0	4005	1632.0	1673.0	22514.0	3545.0	102.0	38.1	59,233
1485	grid.411247.5	Fed Univ São Carlos	Federal University of São Carlos	Brazil	4833	1099	1050	417	2116	152	350.0	4833	1780.0	1928.0	24879.0	4096.0	103.0	38.1	65,295
1486	grid.412211.5	Rio de Janeiro State Univ	Rio de Janeiro State University	Brazil	3670	1500	731	179	1144	116	260.0	3670	1602.0	1836.0	21173.0	3074.0	107.0	43.0	53,437
1487	grid.271762.7	State Univ Maringá	State University of Maringá	Brazil	2768	792	1065	172	687	52	196.0	2768	791.0	939.0	15154.0	2301.0	50.0	52.8	63,653
1488	grid.8399.b	Univ Fed Bahia	Universidade Federal da Bahia	Brazil	3473	1315	1094	260	696	110	285.0	3473	1303.0	1623.0	19994.0	3586.0	101.0	44.1	59,432
1489	grid.411173.1	Univ Fed Fluminense	Universidade Federal Fluminense	Brazil	4181	1405	892	459	1249	177	339.0	4181	1570.0	1816.0	20738.0	3633.0	119.0	39.6	56,633
1490	grid.411400.0	Londrina State Univ	Londrina State University	Brazil	2367	1104	788	131	315	29	155.0	2367	752.0	948.0	12873.0	1906.0	35.0	48.2	59,676
1491	grid.411284.a	Univ Fed Uberlândia	Federal University of Uberlândia	Brazil	2654	852	725	245	767	65	172.0	2654	844.0	1002.0	16118.0	2881.0	57.0	38.7	57,292
1492	grid.411195.9	Univ Fed Goiás	Universidade Federal de Goiás	Brazil	3418	1273	1163	227	694	61	252.0	3418	1146.0	1507.0	17050.0	2865.0	78.0	42.0	61,929
1493	grid.411216.1	Fed Univ Paraíba	Federal University of Paraíba	Brazil	2867	726	812	321	894	114	207.0	2867	991.0	1345.0	12913.0	2388.0	37.0	37.4	49,101
1494	grid.411269.9	Fed Univ Lavras	Federal University of Lavras	Brazil	2219	341	1367	75	414	23	130.0	2219	767.0	842.0	9933.0	1747.0	76.0	39.4	72,708
1495	grid.411221.5	Fed Univ Pelotas	Federal University of Pelotas	Brazil	2813	1228	754	61	693	78	282.0	2813	1150.0	1352.0	24738.0	3450.0	57.0	46.2	62,645
1497	grid.271300.7	Fed Univ Para	Federal University of Para	Brazil	2714	831	1113	214	483	74	154.0	2714	1016.0	1230.0	11131.0	2056.0	69.0	38.0	54,319
1498	grid.411233.6	Fed Univ Rio Grande do Norte	Federal University of Rio Grande do Norte	Brazil	3754	1208	835	337	1275	99	319.0	3754	1564.0	1873.0	26997.0	3656.0	83.0	40.7	55,371
1501	grid.412219.d	Univ Free State	University of the Free State	South Africa	2411	426	776	169	816	224	213.0	2411	1482.0	949.0	15308.0	2375.0	112.0	30.8	67,612
1502	grid.16463.36	Univ KwaZulu-Natal	University of KwaZulu-Natal	South Africa	7086	2447	2040	328	1828	444	726.0	7086	4229.0	3429.0	73774.0	10529.0	264.0	25.5	69,521
1503	grid.91354.3a	Rhodes Univ	Rhodes University	South Africa	1875	254	769	50	613	189	174.0	1875	1115.0	899.0	12021.0	2010.0	56.0	29.2	77,21
1506	grid.412988.e	Univ Johannesburg	University of Johannesburg	South Africa	4590	486	1050	412	1951	691	544.0	4590	3111.0	2006.0	36315.0	5236.0	101.0	27.5	64,111
1507	grid.25881.36	North-West Univ	North-West University	South Africa	3317	957	839	202	819	501	392.0	3317	2244.0	1614.0	36493.0	5559.0	137.0	29.3	69,243
1515	grid.411705.6	Tehran Univ Med Sci	Tehran University of Medical Sciences	Iran	10435	7793	961	99	1274	308	865.0	10435	3065.0	3002.0	89824.0	12416.0	169.0	35.0	62,209
1516	grid.46072.37	Univ Tehran	University of Tehran	Iran	13250	1672	3129	1780	6270	399	1176.0	13250	4655.0	2752.0	86070.0	12584.0	223.0	20.0	77,486
1517	grid.412553.4	Sharif Univ Technol	Sharif University of Technology	Iran	5953	381	299	1443	3748	82	526.0	5953	1785.0	1292.0	38327.0	5562.0	83.0	14.7	80,494
1518	grid.412573.6	Shiraz Univ	Shiraz University	Iran	4580	549	1244	590	2107	90	395.0	4580	1405.0	945.0	27644.0	4109.0	51.0	21.8	77,616
1519	grid.412266.5	Tarbiat Modares Univ	Tarbiat Modares University	Iran	7169	1775	1522	671	3013	188	593.0	7169	1876.0	1388.0	46351.0	6571.0	87.0	23.2	79,281
1520	grid.411368.9	Amirkabir Univ Technol	Amirkabir University of Technology	Iran	6996	436	389	1783	4288	101	696.0	6996	1921.0	940.0	42511.0	6620.0	103.0	17.4	80,553
1521	grid.412571.4	Shiraz Univ Med Sci	Shiraz University of Medical Science	Iran	3147	2302	358	35	372	81	248.0	3147	803.0	982.0	23716.0	4028.0	46.0	37.3	56,482
1522	grid.411751.7	Isfahan Univ Technol	Isfahan University of Technology	Iran	5458	271	980	719	3454	34	497.0	5458	1999.0	1276.0	38034.0	5181.0	61.0	20.7	84,507
1523	grid.411748.f	Iran Univ Sci & Technol	Iran University of Science and Technology	Iran	5305	182	245	1323	3454	101	507.0	5305	1142.0	781.0	31550.0	4977.0	61.0	12.1	83,968
1524	grid.412831.d	Univ Tabriz	University of Tabriz	Iran	4687	485	973	749	2441	40	501.0	4687	1644.0	821.0	32321.0	4671.0	58.0	18.5	78,193
1525	grid.411600.2	Shahid Beheshti Univ Med Sci	Shahid Beheshti University of Medical Sciences	Iran	6318	4889	652	51	585	141	483.0	6318	1650.0	1732.0	51230.0	7418.0	125.0	40.9	59,531
1526	grid.38678.32	Univ Quebec Montreal	Université du Québec à Montréal	Canada	3984	961	1126	666	396	835	453.0	3984	2096.0	1849.0	29006.0	4534.0	148.0	37.5	70,884
1528	grid.7269.a	Ain Shams Univ	Ain Shams University	Egypt	5395	2250	555	379	2144	66	450.0	5395	2783.0	1766.0	43318.0	6383.0	177.0	35.1	52,061
1529	grid.7776.1	Cairo Univ	Cairo University	Egypt	9313	4339	1198	751	2884	142	768.0	9313	4758.0	3175.0	72558.0	10869.0	247.0	38.9	59,555
1530	grid.256642.1	Gunma Univ	Gunma University	Japan	2495	1749	85	99	541	22	156.0	2495	547.0	1231.0	14929.0	1849.0	173.0	13.9	59,106
1532	grid.21006.35	Univ Canterbury	University of Canterbury	New Zealand	3895	605	961	279	1461	589	443.0	3895	2867.0	2124.0	32392.0	4868.0	218.0	28.1	74,572
1533	grid.216417.7	Cent S Univ	Central South University	China	26993	10410	1973	3000	11085	526	3236.0	26993	6989.0	10133.0	246590.0	31328.0	1254.0	25.4	87,092
1534	grid.263826.b	Southeast Univ	Southeast University	China	20397	3816	830	6021	9168	562	2408.0	20397	5837.0	6685.0	174714.0	23150.0	1263.0	21.1	76,728
1535	grid.22069.3f	E China Normal Univ	East China Normal University	China	9080	1318	1773	1421	3681	887	1131.0	9080	3306.0	2954.0	84322.0	10519.0	255.0	25.2	85,245
1536	grid.79703.3a	S China Univ Technol	South China University of Technology	China	18481	1786	1925	3343	11097	331	2540.0	18481	4565.0	4384.0	205377.0	22803.0	1064.0	21.2	83,594
1537	grid.67293.39	Hunan Univ	Hunan University	China	11730	674	902	2383	7295	476	2077.0	11730	3567.0	2560.0	154032.0	16879.0	514.0	22.8	86,983
1538	grid.69775.3a	Univ Sci & Technol Beijing	University of Science and Technology Beijing	China	12102	309	696	1724	9189	184	1441.0	12102	3255.0	2958.0	108548.0	14105.0	1161.0	19.7	84,788
1539	grid.255364.3	E Carolina Univ	East Carolina University	United States	2821	1718	397	85	136	486	311.0	2821	812.0	1421.0	18372.0	3027.0	138.0	40.6	64,855
1540	grid.65456.34	Florida Intl Univ	Florida International University	United States	5943	1695	1119	540	1540	1049	751.0	5943	2804.0	3151.0	51155.0	7453.0	248.0	30.6	72,203
1542	grid.255464.4	Ehime Univ	Ehime University	Japan	2820	1232	628	101	832	28	190.0	2820	950.0	1386.0	14259.0	2278.0	198.0	13.4	60,845
1543	grid.258622.9	Kindai Univ	Kindai University	Japan	3372	2172	353	85	720	42	282.0	3372	750.0	1695.0	30262.0	3678.0	396.0	12.9	57,34
1544	grid.410786.c	Kitasato Univ	Kitasato University	Japan	2845	2147	363	42	253	42	181.0	2845	639.0	1483.0	14884.0	2275.0	295.0	15.5	68,551
1545	grid.263518.b	Shinsu Univ	Shinshu University	Japan	3917	1558	426	167	1729	37	340.0	3917	1543.0	2109.0	28471.0	3514.0	335.0	13.0	57,322
1546	grid.265061.6	Tokai Univ	Tokai University	Japan	2757	1663	299	169	592	35	215.0	2757	898.0	1508.0	16580.0	2326.0	303.0	14.7	50,23
1547	grid.136594.c	Tokyo Univ Agr & Technol	Tokyo University of Agriculture and Technology	Japan	3549	972	1141	217	1181	37	209.0	3549	1160.0	1637.0	18625.0	2507.0	420.0	20.3	57,052
1548	grid.265107.7	Tottori Univ	Tottori University	Japan	2133	1215	444	65	377	32	112.0	2133	565.0	1123.0	11081.0	1473.0	170.0	14.1	55,753
1549	grid.268394.2	Yamagata Univ	Yamagata University	Japan	2412	894	258	97	1131	33	151.0	2412	763.0	1091.0	13403.0	1751.0	204.0	10.7	59,972
1550	grid.268397.1	Yamaguchi Univ	Yamaguchi University	Japan	2376	1286	354	152	562	22	110.0	2376	664.0	1224.0	13408.0	1703.0	191.0	12.6	53,329
1552	grid.267309.9	Univ Texas - Hlth Sci Ctr - San Antonio	University of Texas Health Science Center at San Antonio	United States	4118	3715	148	20	74	163	675.0	4118	1727.0	2707.0	50205.0	6216.0	357.0	34.2	77,142
1553	grid.267313.2	Univ Texas - Southwestern Med Ctr - Dallas	University of Texas Southwestern Medical Center at Dallas	United States	11317	10316	300	105	338	258	2215.0	11317	4241.0	7405.0	155433.0	19461.0	1073.0	31.5	78,194
1555	grid.267315.4	Univ Texas - Arlington	University of Texas at Arlington	United States	3830	693	387	539	1754	458	482.0	3830	2070.0	1773.0	30381.0	4405.0	264.0	26.7	69,227
1557	grid.267324.6	Univ Texas - El Paso	University of Texas at El Paso	United States	2478	548	363	193	966	409	289.0	2478	1207.0	976.0	19262.0	2737.0	128.0	26.3	68,623
1577	grid.1011.1	James Cook Univ	James Cook University	Australia	5560	1692	2788	153	290	638	887.0	5560	3311.0	3071.0	59961.0	9141.0	257.0	37.5	79,373
2335	grid.222754.4	Korea Univ	Korea University	South Korea	17608	6916	1722	2002	5919	1049	1641.0	17608	5707.0	7098.0	157517.0	19469.0	1153.0	16.2	84,069
2340	grid.31501.36	Seoul Natl Univ	Seoul National University	South Korea	31869	15581	3396	2542	8924	1426	2891.0	31869	10116.0	15410.0	280362.0	34961.0	2842.0	18.4	81,331
2347	grid.15444.30	Yonsei Univ	Yonsei University	South Korea	20302	11291	1059	1666	5206	1080	1742.0	20302	5803.0	9491.0	168022.0	21071.0	1462.0	20.1	79,481
2354	grid.258803.4	Kyungpook Natl Univ	Kyungpook National University	South Korea	9405	3623	1213	986	3409	175	684.0	9405	3192.0	4297.0	60338.0	7853.0	522.0	19.8	82,117
2357	grid.14005.30	Chonnam Natl Univ	Chonnam National University	South Korea	7781	3243	1170	353	2859	156	558.0	7781	2550.0	3455.0	54263.0	6610.0	383.0	18.2	84,016
2361	grid.264381.a	Sungkyunkwan Univ	Sungkyunkwan University	South Korea	17738	8449	845	1701	6007	737	1534.0	17738	5397.0	7652.0	156653.0	17116.0	1474.0	17.1	83,003
2369	grid.202119.9	Inha Univ	Inha University	South Korea	5548	1403	551	652	2721	222	431.0	5548	1740.0	2038.0	36100.0	4695.0	321.0	16.2	83,573
2371	grid.254230.2	Chungnam Natl Univ	Chungnam National University	South Korea	6027	2300	1005	476	2133	113	341.0	6027	1743.0	2366.0	35581.0	4774.0	370.0	21.5	79,605
2373	grid.289247.2	Kyung Hee Univ	Kyung Hee University	South Korea	10885	4847	941	944	3491	661	879.0	10885	3509.0	4689.0	89676.0	11401.0	597.0	22.7	83,786
2380	grid.255649.9	Ewha Womans Univ	Ewha Womans University	South Korea	5508	2856	553	420	1266	414	447.0	5508	1698.0	2538.0	43083.0	5222.0	289.0	43.6	78,903
2383	grid.49606.3d	Hanyang Univ	Hanyang University	South Korea	12498	3156	889	1867	6038	548	1105.0	12498	4300.0	4481.0	117753.0	12157.0	876.0	12.5	83,605
2389	grid.267370.7	Univ Ulsan	University of Ulsan	South Korea	8686	6731	222	451	1199	83	809.0	8686	2045.0	4222.0	70088.0	9167.0	510.0	18.4	79,806
2393	grid.251916.8	Ajou Univ	Ajou University	South Korea	4652	2438	179	677	1169	190	361.0	4652	1120.0	2179.0	33602.0	4294.0	336.0	20.3	78,706
2395	grid.411545.0	Jeonbuk Natl Univ	Jeonbuk National University	South Korea	6601	2159	811	458	3074	100	482.0	6601	2365.0	2786.0	45344.0	5465.0	364.0	15.7	84,353
2397	grid.411947.e	Cath Univ Korea	Catholic University of Korea	South Korea	6908	6181	152	75	325	176	488.0	6908	1133.0	3879.0	40700.0	5702.0	320.0	22.2	77,76
2404	grid.258676.8	Konkuk Univ	Konkuk University	South Korea	6830	3244	1078	464	1814	230	514.0	6830	1978.0	3148.0	48495.0	5816.0	382.0	20.0	86,032
2406	grid.37172.30	Korea Adv Inst Sci & Technol	Korea Advanced Institute of Science and Technology	South Korea	12562	1678	519	2864	6982	519	1383.0	12562	4531.0	4751.0	116313.0	13694.0	1235.0	11.1	79,077
2407	grid.49100.3c	Pohang Univ Sci & Technol	Pohang University of Science and Technology	South Korea	6201	754	360	983	4030	75	690.0	6201	2356.0	2175.0	63816.0	6893.0	617.0	12.4	85,733
2408	grid.262229.f	Pusan Natl Univ	Pusan National University	South Korea	9419	3436	930	745	4082	226	656.0	9419	2672.0	3952.0	69778.0	8100.0	684.0	19.3	82,06
2415	grid.37589.30	Natl Cent Univ	National Central University	Taiwan	4699	527	734	721	2388	330	340.0	4699	2376.0	2224.0	29010.0	3965.0	156.0	17.0	82,473
2416	grid.260539.b	Natl Chiao Tung Univ	National Chiao Tung University	Taiwan	6031	790	275	1522	3093	351	454.0	6031	2262.0	2036.0	37534.0	5140.0	355.0	18.2	75,134
2422	grid.260539.b	Natl Yang-Ming Univ	National Yang-Ming University	Taiwan	6801	6060	253	62	273	153	544.0	6801	1676.0	4124.0	48397.0	6539.0	300.0	32.2	75,134
2417	grid.38348.34	Natl Tsing Hua Univ	National Tsing Hua University	Taiwan	6260	938	240	918	3882	282	569.0	6260	2803.0	2567.0	68523.0	6550.0	261.0	21.2	76,086
2418	grid.64523.36	Natl Cheng Kung Univ	National Cheng Kung University	Taiwan	8867	2865	866	1313	3312	511	672.0	8867	2756.0	3443.0	59043.0	7763.0	363.0	27.4	79,865
2420	grid.19188.39	Natl Taiwan Univ	National Taiwan University	Taiwan	18602	7770	2781	1488	5669	894	1850.0	18602	7375.0	8771.0	175856.0	21671.0	992.0	27.3	81,381
2425	grid.145695.a	Chang Gung Univ	Chang Gung University	Taiwan	8448	6728	306	389	835	190	567.0	8448	2158.0	4829.0	50200.0	7141.0	184.0	27.8	89,066
2428	grid.412036.2	Natl Sun Yat-sen Univ	National Sun Yat-sen University	Taiwan	4136	1246	535	668	1283	404	290.0	4136	1607.0	1583.0	25643.0	3680.0	185.0	23.1	80,724
2430	grid.260542.7	Natl Chung Hsing Univ	National Chung Hsing University	Taiwan	4118	1236	981	385	1313	204	282.0	4118	1213.0	1741.0	25487.0	3347.0	156.0	26.4	84,643
2431	grid.412019.f	Kaohsiung Med Univ	Kaohsiung Medical University	Taiwan	4931	3584	304	194	709	140	341.0	4931	1397.0	2645.0	31648.0	4349.0	123.0	30.1	90,422
2434	grid.45907.3f	Natl Taiwan Univ Sci & Technol	National Taiwan University of Science & Technology	Taiwan	3579	266	150	1040	1831	293	279.0	3579	1201.0	724.0	25999.0	3139.0	137.0	18.7	75,81
2435	grid.34980.36	Indian Inst Sci	Indian Institute of Science	India	7629	1045	784	958	4763	80	632.0	7629	2685.0	3144.0	52841.0	6852.0	253.0	18.0	74,203
2436	grid.417971.d	Indian Inst Technol Bombay	Indian Institute of Technology Bombay	India	6347	452	681	963	4122	129	495.0	6347	2141.0	1766.0	44974.0	5849.0	249.0	17.7	71,569
2438	grid.411639.8	Manipal Acad High Educ	Manipal Academy of Higher Education	India	2882	1461	294	161	906	60	224.0	2882	941.0	1046.0	19515.0	3121.0	122.0	31.0	55,487
2440	grid.412813.d	Vellore Inst Technol	Vellore Institute of Technology	India	4544	759	420	1056	2280	30	471.0	4544	1305.0	811.0	33266.0	4696.0	98.0	19.8	58,308
2441	grid.429017.9	Indian Inst Technol Kharagpur	Indian Institute of Technology Kharagpur	India	6887	499	1067	1254	3893	174	563.0	6887	1679.0	1195.0	45213.0	6252.0	178.0	15.2	72,683
2443	grid.413618.9	All India Inst Med Sci	All India Institute of Medical Science	India	3868	3479	161	19	123	87	338.0	3868	908.0	1550.0	41977.0	5869.0	108.0	30.3	49,395
2445	grid.417969.4	Indian Inst Technol Madras	Indian Institute of Technology Madras	India	6743	518	423	850	4868	85	505.0	6743	2197.0	1775.0	46187.0	6103.0	203.0	15.4	73,702
2446	grid.417967.a	Indian Inst Technol Delhi	Indian Institute of Technology Delhi	India	5875	518	521	1196	3523	118	506.0	5875	1463.0	1035.0	38448.0	5479.0	183.0	20.9	68,325
